,LHS,RHS,support,confidence,coverage,lift,count
50,"{personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
243,"{maritial_status_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
246,"{car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
249,"{customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
252,"{personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
255,"{gender_encoded=[0,1],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
629,"{maritial_status_encoded=[0,2],car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
633,"{maritial_status_encoded=[0,2],customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
637,"{maritial_status_encoded=[0,2],personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
641,"{gender_encoded=[0,1],maritial_status_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
645,"{car_ownership_encoded=[0,2],customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
649,"{car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
653,"{gender_encoded=[0,1],car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
657,"{customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
661,"{gender_encoded=[0,1],customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
665,"{gender_encoded=[0,1],personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
1045,"{maritial_status_encoded=[0,2],car_ownership_encoded=[0,2],customise_likelihood_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
1050,"{maritial_status_encoded=[0,2],car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2],age_group_encoded=[0,3]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
1055,"{gender_encoded=[0,1],maritial_status_encoded=[0,2],car_ownership_encoded=[0,2],personalise_interest_encoded=[1,2]}","{customise_spend_encoded=[2,3]}",0.5531914893617021,0.6190476190476191,0.8936170212765957,1.0032840722495895,26
